S No.,Year,State,Industry,Count
1421,2022,Madhya Pradesh,Telecommunication & Networking,5
1422,2022,Madhya Pradesh,Textiles & Apparel,13
1423,2022,Madhya Pradesh,Toys and Games,5
1424,2022,Madhya Pradesh,Transportation & Storage,13
1425,2022,Madhya Pradesh,Travel & Tourism,13
1426,2022,Madhya Pradesh,Waste Management,10
1427,2022,Maharashtra,Advertising,30
1428,2022,Maharashtra,Aeronautics Aerospace & Defence,46
1429,2022,Maharashtra,Agriculture,319
1430,2022,Maharashtra,AI,52
1431,2022,Maharashtra,Analytics,16
1432,2022,Maharashtra,Animation,11
1433,2022,Maharashtra,AR VR (Augmented + Virtual Reality),15
1434,2022,Maharashtra,Architecture Interior Design,31
1435,2022,Maharashtra,Art & Photography,15
1436,2022,Maharashtra,Automotive,137
1437,2022,Maharashtra,Biotechnology,12
1438,2022,Maharashtra,Chemicals,72
1439,2022,Maharashtra,Computer Vision,2
1440,2022,Maharashtra,Construction,218
1441,2022,Maharashtra,Dating Matrimonial,3
1442,2022,Maharashtra,Design,31
1443,2022,Maharashtra,Education,229
1444,2022,Maharashtra,Enterprise Software,76
1445,2022,Maharashtra,Events,10
1446,2022,Maharashtra,Fashion,60
1447,2022,Maharashtra,Finance Technology,214
1448,2022,Maharashtra,Food & Beverages,291
1449,2022,Maharashtra,Green Technology,97
1450,2022,Maharashtra,Healthcare & Lifesciences,481
1451,2022,Maharashtra,House-Hold Services,33
1452,2022,Maharashtra,Human Resources,122
1453,2022,Maharashtra,Indic Language Startups,17
1454,2022,Maharashtra,Internet of Things,38
1455,2022,Maharashtra,IT Services,445
1456,2022,Maharashtra,Logistics,32
1457,2022,Maharashtra,Marketing,81
1458,2022,Maharashtra,Media & Entertainment,84
1459,2022,Maharashtra,Nanotechnology,9
1460,2022,Maharashtra,Non- Renewable Energy,63
1461,2022,Maharashtra,Other Specialty Retailers,26
1462,2022,Maharashtra,Others,237
1463,2022,Maharashtra,Pets & Animals,17
1464,2022,Maharashtra,Professional & Commercial Services,234
1465,2022,Maharashtra,Real Estate,49
1466,2022,Maharashtra,Renewable Energy,115
1467,2022,Maharashtra,Retail,90
1468,2022,Maharashtra,Robotics,21
1469,2022,Maharashtra,Safety,18
1470,2022,Maharashtra,Security Solutions,33
1471,2022,Maharashtra,Social Impact,24
1472,2022,Maharashtra,Social Network,23
1473,2022,Maharashtra,Sports,31
1474,2022,Maharashtra,Technology Hardware,176
1475,2022,Maharashtra,Telecommunication & Networking,40
1476,2022,Maharashtra,Textiles & Apparel,65
1477,2022,Maharashtra,Toys and Games,15
1478,2022,Maharashtra,Transportation & Storage,82
1479,2022,Maharashtra,Travel & Tourism,40
1480,2022,Maharashtra,Waste Management,63
1481,2022,Manipur,Agriculture,5
1482,2022,Manipur,AR VR (Augmented + Virtual Reality),1
1483,2022,Manipur,Chemicals,1
1484,2022,Manipur,Construction,3
1485,2022,Manipur,Education,3
1486,2022,Manipur,Events,1
1487,2022,Manipur,Finance Technology,1
1488,2022,Manipur,Food & Beverages,4
1489,2022,Manipur,Green Technology,1
1490,2022,Manipur,IT Services,4
1491,2022,Manipur,Media & Entertainment,2
1492,2022,Manipur,Professional & Commercial Services,3
1493,2022,Manipur,Renewable Energy,1
1494,2022,Manipur,Technology Hardware,1
1495,2022,Meghalaya,AI,1
1496,2022,Meghalaya,Enterprise Software,1
1497,2022,Meghalaya,IT Services,1
1498,2022,Meghalaya,Others,2
1499,2022,Meghalaya,Retail,1
1500,2022,Meghalaya,Social Network,1
1501,2022,Meghalaya,Textiles & Apparel,1
1502,2022,Meghalaya,Transportation & Storage,1
1503,2022,Meghalaya,Travel & Tourism,1
1504,2022,Mizoram,Agriculture,2
1505,2022,Mizoram,Fashion,1
1506,2022,Mizoram,Healthcare & Lifesciences,1
1507,2022,Mizoram,IT Services,1
1508,2022,Mizoram,Marketing,1
1509,2022,Nagaland,Construction,1
1510,2022,Nagaland,Education,1
1511,2022,Nagaland,Healthcare & Lifesciences,1
1512,2022,Nagaland,Human Resources,1
1513,2022,Nagaland,IT Services,1
1514,2022,Nagaland,Marketing,1
1515,2022,Nagaland,Transportation & Storage,1
1516,2022,Odisha,Advertising,1
1517,2022,Odisha,Aeronautics Aerospace & Defence,4
1518,2022,Odisha,Agriculture,29
1519,2022,Odisha,AI,4
1520,2022,Odisha,AR VR (Augmented + Virtual Reality),2
1521,2022,Odisha,Architecture Interior Design,2
1522,2022,Odisha,Art & Photography,4
1523,2022,Odisha,Automotive,6
1524,2022,Odisha,Biotechnology,7
1525,2022,Odisha,Chemicals,7
1526,2022,Odisha,Computer Vision,1
1527,2022,Odisha,Construction,28
1528,2022,Odisha,Dating Matrimonial,1
1529,2022,Odisha,Design,3
1530,2022,Odisha,Education,35
1531,2022,Odisha,Enterprise Software,5
1532,2022,Odisha,Events,2
1533,2022,Odisha,Fashion,2
1534,2022,Odisha,Finance Technology,13
1535,2022,Odisha,Food & Beverages,20
1536,2022,Odisha,Green Technology,7
1537,2022,Odisha,Healthcare & Lifesciences,42
1538,2022,Odisha,House-Hold Services,5
1539,2022,Odisha,Human Resources,9
1540,2022,Odisha,Indic Language Startups,1
1541,2022,Odisha,Internet of Things,5
1542,2022,Odisha,IT Services,49
1543,2022,Odisha,Logistics,3
1544,2022,Odisha,Marketing,8
1545,2022,Odisha,Media & Entertainment,5
1546,2022,Odisha,Non- Renewable Energy,12
1547,2022,Odisha,Other Specialty Retailers,1
1548,2022,Odisha,Others,20
1549,2022,Odisha,Pets & Animals,1
1550,2022,Odisha,Professional & Commercial Services,17
1551,2022,Odisha,Real Estate,3
1552,2022,Odisha,Renewable Energy,17
1553,2022,Odisha,Retail,9
1554,2022,Odisha,Robotics,3
1555,2022,Odisha,Safety,1
1556,2022,Odisha,Security Solutions,6
1557,2022,Odisha,Social Impact,2
1558,2022,Odisha,Social Network,2
1559,2022,Odisha,Sports,1
1560,2022,Odisha,Technology Hardware,11
1561,2022,Odisha,Telecommunication & Networking,3
1562,2022,Odisha,Textiles & Apparel,5
1563,2022,Odisha,Toys and Games,2
1564,2022,Odisha,Transportation & Storage,6
1565,2022,Odisha,Travel & Tourism,8
1566,2022,Odisha,Waste Management,2
1567,2022,Puducherry,Aeronautics Aerospace & Defence,2
1568,2022,Puducherry,Agriculture,1
1569,2022,Puducherry,AI,1
1570,2022,Puducherry,Analytics,1
1571,2022,Puducherry,Construction,1
1572,2022,Puducherry,Education,1
1573,2022,Puducherry,Enterprise Software,1
1574,2022,Puducherry,Food & Beverages,4
1575,2022,Puducherry,Healthcare & Lifesciences,3
1576,2022,Puducherry,Internet of Things,1
1577,2022,Puducherry,IT Services,4
1578,2022,Puducherry,Marketing,1
1579,2022,Puducherry,Others,1
1580,2022,Puducherry,Professional & Commercial Services,1
1581,2022,Puducherry,Renewable Energy,1
1582,2022,Puducherry,Retail,1
1583,2022,Puducherry,Telecommunication & Networking,1
1584,2022,Puducherry,Textiles & Apparel,1
1585,2022,Puducherry,Travel & Tourism,3
1586,2022,Punjab,Advertising,2
1587,2022,Punjab,Aeronautics Aerospace & Defence,3
1588,2022,Punjab,Agriculture,15
1589,2022,Punjab,Analytics,1
1590,2022,Punjab,Automotive,10
1591,2022,Punjab,Biotechnology,1
1592,2022,Punjab,Chemicals,1
1593,2022,Punjab,Construction,13
1594,2022,Punjab,Education,25
1595,2022,Punjab,Enterprise Software,3
1596,2022,Punjab,Events,1
1597,2022,Punjab,Finance Technology,11
1598,2022,Punjab,Food & Beverages,20
1599,2022,Punjab,Green Technology,4
1600,2022,Punjab,Healthcare & Lifesciences,29
1601,2022,Punjab,House-Hold Services,4
1602,2022,Punjab,Human Resources,6
1603,2022,Punjab,Internet of Things,4
1604,2022,Punjab,IT Services,32
1605,2022,Punjab,Marketing,7
1606,2022,Punjab,Media & Entertainment,4
1607,2022,Punjab,Non- Renewable Energy,8
1608,2022,Punjab,Others,11
1609,2022,Punjab,Professional & Commercial Services,13
1610,2022,Punjab,Real Estate,1
1611,2022,Punjab,Renewable Energy,11
1612,2022,Punjab,Retail,9
1613,2022,Punjab,Robotics,1
1614,2022,Punjab,Security Solutions,2
1615,2022,Punjab,Social Network,1
1616,2022,Punjab,Sports,1
1617,2022,Punjab,Technology Hardware,10
1618,2022,Punjab,Telecommunication & Networking,1
1619,2022,Punjab,Textiles & Apparel,9
1620,2022,Punjab,Toys and Games,1
1621,2022,Punjab,Transportation & Storage,1
1622,2022,Punjab,Travel & Tourism,7
1623,2022,Punjab,Waste Management,8
1624,2022,Rajasthan,Advertising,8
1625,2022,Rajasthan,Aeronautics Aerospace & Defence,6
1626,2022,Rajasthan,Agriculture,59
1627,2022,Rajasthan,AI,9
1628,2022,Rajasthan,Analytics,1
1629,2022,Rajasthan,AR VR (Augmented + Virtual Reality),4
1630,2022,Rajasthan,Architecture Interior Design,6
1631,2022,Rajasthan,Art & Photography,6
1632,2022,Rajasthan,Automotive,29
1633,2022,Rajasthan,Biotechnology,1
1634,2022,Rajasthan,Chemicals,9
1635,2022,Rajasthan,Computer Vision,1
1636,2022,Rajasthan,Construction,63
1637,2022,Rajasthan,Design,1
1638,2022,Rajasthan,Education,83
1639,2022,Rajasthan,Enterprise Software,11
1640,2022,Rajasthan,Events,8
1641,2022,Rajasthan,Fashion,28
1642,2022,Rajasthan,Finance Technology,32
1643,2022,Rajasthan,Food & Beverages,43
1644,2022,Rajasthan,Green Technology,17
1645,2022,Rajasthan,Healthcare & Lifesciences,75
1646,2022,Rajasthan,House-Hold Services,8
1647,2022,Rajasthan,Human Resources,22
1648,2022,Rajasthan,Indic Language Startups,7
1649,2022,Rajasthan,Internet of Things,11
1650,2022,Rajasthan,IT Services,77
1651,2022,Rajasthan,Logistics,3
1652,2022,Rajasthan,Marketing,24
1653,2022,Rajasthan,Media & Entertainment,8
1654,2022,Rajasthan,Nanotechnology,2
1655,2022,Rajasthan,Non- Renewable Energy,25
1656,2022,Rajasthan,Other Specialty Retailers,12
1657,2022,Rajasthan,Others,44
1658,2022,Rajasthan,Pets & Animals,2
1659,2022,Rajasthan,Professional & Commercial Services,36
1660,2022,Rajasthan,Real Estate,11
1661,2022,Rajasthan,Renewable Energy,39
1662,2022,Rajasthan,Retail,21
1663,2022,Rajasthan,Robotics,1
1664,2022,Rajasthan,Safety,2
1665,2022,Rajasthan,Security Solutions,6
1666,2022,Rajasthan,Social Impact,7
1667,2022,Rajasthan,Social Network,11
1668,2022,Rajasthan,Sports,7
1669,2022,Rajasthan,Technology Hardware,28
1670,2022,Rajasthan,Telecommunication & Networking,6
1671,2022,Rajasthan,Textiles & Apparel,19
1672,2022,Rajasthan,Toys and Games,2
1673,2022,Rajasthan,Transportation & Storage,11
1674,2022,Rajasthan,Travel & Tourism,16
1675,2022,Rajasthan,Waste Management,13
1676,2022,Sikkim,Food & Beverages,1
1677,2022,Sikkim,Green Technology,1
1678,2022,Tamil Nadu,Advertising,8
1679,2022,Tamil Nadu,Aeronautics Aerospace & Defence,35
1680,2022,Tamil Nadu,Agriculture,113
1681,2022,Tamil Nadu,AI,28
1682,2022,Tamil Nadu,Analytics,12
1683,2022,Tamil Nadu,Animation,2
1684,2022,Tamil Nadu,AR VR (Augmented + Virtual Reality),17
1685,2022,Tamil Nadu,Architecture Interior Design,9
1686,2022,Tamil Nadu,Art & Photography,6
1687,2022,Tamil Nadu,Automotive,47
1688,2022,Tamil Nadu,Biotechnology,15
1689,2022,Tamil Nadu,Chemicals,11
1690,2022,Tamil Nadu,Computer Vision,2
1691,2022,Tamil Nadu,Construction,74
1692,2022,Tamil Nadu,Dating Matrimonial,2
1693,2022,Tamil Nadu,Design,18
1694,2022,Tamil Nadu,Education,111
1695,2022,Tamil Nadu,Enterprise Software,34
1696,2022,Tamil Nadu,Events,5
1697,2022,Tamil Nadu,Fashion,22
1698,2022,Tamil Nadu,Finance Technology,57
1699,2022,Tamil Nadu,Food & Beverages,102
1700,2022,Tamil Nadu,Green Technology,39
1701,2022,Tamil Nadu,Healthcare & Lifesciences,144
1702,2022,Tamil Nadu,House-Hold Services,11
1703,2022,Tamil Nadu,Human Resources,31
1704,2022,Tamil Nadu,Indic Language Startups,10
1705,2022,Tamil Nadu,Internet of Things,28
1706,2022,Tamil Nadu,IT Services,224
1707,2022,Tamil Nadu,Logistics,11
1708,2022,Tamil Nadu,Marketing,40
1709,2022,Tamil Nadu,Media & Entertainment,18
1710,2022,Tamil Nadu,Nanotechnology,2
1711,2022,Tamil Nadu,Non- Renewable Energy,21
1712,2022,Tamil Nadu,Other Specialty Retailers,10
1713,2022,Tamil Nadu,Others,46
1714,2022,Tamil Nadu,Pets & Animals,7
1715,2022,Tamil Nadu,Professional & Commercial Services,90
1716,2022,Tamil Nadu,Real Estate,7
1717,2022,Tamil Nadu,Renewable Energy,51
1718,2022,Tamil Nadu,Retail,42
1719,2022,Tamil Nadu,Robotics,17
1720,2022,Tamil Nadu,Safety,4
1721,2022,Tamil Nadu,Security Solutions,7
1722,2022,Tamil Nadu,Social Impact,3
1723,2022,Tamil Nadu,Social Network,4
1724,2022,Tamil Nadu,Sports,7
1725,2022,Tamil Nadu,Technology Hardware,65
1726,2022,Tamil Nadu,Telecommunication & Networking,17
1727,2022,Tamil Nadu,Textiles & Apparel,40
1728,2022,Tamil Nadu,Toys and Games,5
1729,2022,Tamil Nadu,Transportation & Storage,16
1730,2022,Tamil Nadu,Travel & Tourism,13
1731,2022,Tamil Nadu,Waste Management,25
1732,2022,Telangana,Advertising,7
1733,2022,Telangana,Aeronautics Aerospace & Defence,36
1734,2022,Telangana,Agriculture,71
1735,2022,Telangana,AI,18
1736,2022,Telangana,Analytics,10
1737,2022,Telangana,Animation,2
1738,2022,Telangana,AR VR (Augmented + Virtual Reality),14
1739,2022,Telangana,Architecture Interior Design,11
1740,2022,Telangana,Art & Photography,3
1741,2022,Telangana,Automotive,43
1742,2022,Telangana,Biotechnology,9
1743,2022,Telangana,Chemicals,12
1744,2022,Telangana,Computer Vision,5
1745,2022,Telangana,Construction,69
1746,2022,Telangana,Dating Matrimonial,3
1747,2022,Telangana,Design,5
1748,2022,Telangana,Education,76
1749,2022,Telangana,Enterprise Software,26
1750,2022,Telangana,Events,3
1751,2022,Telangana,Fashion,11
1752,2022,Telangana,Finance Technology,46
1753,2022,Telangana,Food & Beverages,66
1754,2022,Telangana,Green Technology,28
1755,2022,Telangana,Healthcare & Lifesciences,162
1756,2022,Telangana,House-Hold Services,4
1757,2022,Telangana,Human Resources,28
1758,2022,Telangana,Indic Language Startups,2
1759,2022,Telangana,Internet of Things,11
1760,2022,Telangana,IT Services,179
1761,2022,Telangana,Logistics,10
1762,2022,Telangana,Marketing,24
1763,2022,Telangana,Media & Entertainment,20
1764,2022,Telangana,Nanotechnology,1
1765,2022,Telangana,Non- Renewable Energy,12
1766,2022,Telangana,Other Specialty Retailers,4
1767,2022,Telangana,Others,45
1768,2022,Telangana,Pets & Animals,3
1769,2022,Telangana,Professional & Commercial Services,57
1770,2022,Telangana,Real Estate,26
1771,2022,Telangana,Renewable Energy,22
1772,2022,Telangana,Retail,37
1773,2022,Telangana,Robotics,12
1774,2022,Telangana,Safety,6
1775,2022,Telangana,Security Solutions,9
1776,2022,Telangana,Social Impact,11
1777,2022,Telangana,Social Network,7
1778,2022,Telangana,Sports,8
1779,2022,Telangana,Technology Hardware,32
1780,2022,Telangana,Telecommunication & Networking,10
1781,2022,Telangana,Textiles & Apparel,8
1782,2022,Telangana,Toys and Games,4
1783,2022,Telangana,Transportation & Storage,19
1784,2022,Telangana,Travel & Tourism,12
1785,2022,Telangana,Waste Management,11
1786,2022,Tripura,Construction,3
1787,2022,Tripura,Education,6
1788,2022,Tripura,Healthcare & Lifesciences,3
1789,2022,Tripura,IT Services,3
1790,2022,Tripura,Logistics,1
1791,2022,Tripura,Media & Entertainment,1
1792,2022,Tripura,Non- Renewable Energy,3
1793,2022,Tripura,Others,1
1794,2022,Tripura,Professional & Commercial Services,2
1795,2022,Tripura,Renewable Energy,1
1796,2022,Tripura,Retail,2
1797,2022,Tripura,Social Network,1
1798,2022,Uttar Pradesh,Advertising,7
1799,2022,Uttar Pradesh,Aeronautics Aerospace & Defence,27
1800,2022,Uttar Pradesh,Agriculture,135
1801,2022,Uttar Pradesh,AI,24
1802,2022,Uttar Pradesh,Analytics,7
1803,2022,Uttar Pradesh,Animation,2
1804,2022,Uttar Pradesh,AR VR (Augmented + Virtual Reality),6
1805,2022,Uttar Pradesh,Architecture Interior Design,13
1806,2022,Uttar Pradesh,Art & Photography,7
1807,2022,Uttar Pradesh,Automotive,52
1808,2022,Uttar Pradesh,Biotechnology,14
1809,2022,Uttar Pradesh,Chemicals,22
1810,2022,Uttar Pradesh,Computer Vision,5
1811,2022,Uttar Pradesh,Construction,162
1812,2022,Uttar Pradesh,Design,12
1813,2022,Uttar Pradesh,Education,163
1814,2022,Uttar Pradesh,Enterprise Software,22
1815,2022,Uttar Pradesh,Events,10
1816,2022,Uttar Pradesh,Fashion,47
1817,2022,Uttar Pradesh,Finance Technology,58
1818,2022,Uttar Pradesh,Food & Beverages,134
1819,2022,Uttar Pradesh,Green Technology,34
1820,2022,Uttar Pradesh,Healthcare & Lifesciences,220
1821,2022,Uttar Pradesh,House-Hold Services,13
1822,2022,Uttar Pradesh,Human Resources,117
1823,2022,Uttar Pradesh,Indic Language Startups,11
1824,2022,Uttar Pradesh,Internet of Things,19
1825,2022,Uttar Pradesh,IT Services,256
1826,2022,Uttar Pradesh,Logistics,11
1827,2022,Uttar Pradesh,Marketing,50
1828,2022,Uttar Pradesh,Media & Entertainment,27
1829,2022,Uttar Pradesh,Nanotechnology,2
1830,2022,Uttar Pradesh,Non- Renewable Energy,45
1831,2022,Uttar Pradesh,Other Specialty Retailers,13
1832,2022,Uttar Pradesh,Others,152
1833,2022,Uttar Pradesh,Passenger Experience,1
1834,2022,Uttar Pradesh,Pets & Animals,4
1835,2022,Uttar Pradesh,Professional & Commercial Services,129
1836,2022,Uttar Pradesh,Real Estate,26
1837,2022,Uttar Pradesh,Renewable Energy,68
1838,2022,Uttar Pradesh,Retail,52
1839,2022,Uttar Pradesh,Robotics,9
1840,2022,Uttar Pradesh,Safety,7
1841,2022,Uttar Pradesh,Security Solutions,51
1842,2022,Uttar Pradesh,Social Impact,12
1843,2022,Uttar Pradesh,Social Network,7
1844,2022,Uttar Pradesh,Sports,11
1845,2022,Uttar Pradesh,Technology Hardware,84
1846,2022,Uttar Pradesh,Telecommunication & Networking,35
1847,2022,Uttar Pradesh,Textiles & Apparel,63
1848,2022,Uttar Pradesh,Toys and Games,10
1849,2022,Uttar Pradesh,Transportation & Storage,22
1850,2022,Uttar Pradesh,Travel & Tourism,34
1851,2022,Uttar Pradesh,Waste Management,28
1852,2022,Uttarakhand,Advertising,1
1853,2022,Uttarakhand,Aeronautics Aerospace & Defence,5
1854,2022,Uttarakhand,Agriculture,20
1855,2022,Uttarakhand,AI,1
1856,2022,Uttarakhand,AR VR (Augmented + Virtual Reality),1
1857,2022,Uttarakhand,Architecture Interior Design,1
1858,2022,Uttarakhand,Art & Photography,1
1859,2022,Uttarakhand,Automotive,6
1860,2022,Uttarakhand,Biotechnology,1
1861,2022,Uttarakhand,Chemicals,1
1862,2022,Uttarakhand,Construction,13
1863,2022,Uttarakhand,Design,1
1864,2022,Uttarakhand,Education,15
1865,2022,Uttarakhand,Enterprise Software,4
1866,2022,Uttarakhand,Fashion,4
1867,2022,Uttarakhand,Finance Technology,1
1868,2022,Uttarakhand,Food & Beverages,25
1869,2022,Uttarakhand,Green Technology,4
1870,2022,Uttarakhand,Healthcare & Lifesciences,28
1871,2022,Uttarakhand,House-Hold Services,1
1872,2022,Uttarakhand,Human Resources,4
1873,2022,Uttarakhand,Indic Language Startups,1
1874,2022,Uttarakhand,Internet of Things,2
1875,2022,Uttarakhand,IT Services,15
1876,2022,Uttarakhand,Marketing,4
1877,2022,Uttarakhand,Non- Renewable Energy,3
1878,2022,Uttarakhand,Other Specialty Retailers,1
1879,2022,Uttarakhand,Others,16
1880,2022,Uttarakhand,Pets & Animals,1
1881,2022,Uttarakhand,Professional & Commercial Services,8
1882,2022,Uttarakhand,Renewable Energy,3
1883,2022,Uttarakhand,Retail,3
1884,2022,Uttarakhand,Security Solutions,1
1885,2022,Uttarakhand,Social Network,1
1886,2022,Uttarakhand,Sports,1
1887,2022,Uttarakhand,Technology Hardware,9
1888,2022,Uttarakhand,Telecommunication & Networking,2
1889,2022,Uttarakhand,Textiles & Apparel,3
1890,2022,Uttarakhand,Toys and Games,2
1891,2022,Uttarakhand,Transportation & Storage,3
1892,2022,Uttarakhand,Travel & Tourism,13
1893,2022,Uttarakhand,Waste Management,5
1894,2022,West Bengal,Advertising,4
1895,2022,West Bengal,Aeronautics Aerospace & Defence,6
1896,2022,West Bengal,Agriculture,45
1897,2022,West Bengal,AI,7
1898,2022,West Bengal,Analytics,5
1899,2022,West Bengal,Animation,2
1900,2022,West Bengal,AR VR (Augmented + Virtual Reality),4
1901,2022,West Bengal,Architecture Interior Design,7
1902,2022,West Bengal,Art & Photography,8
1903,2022,West Bengal,Automotive,24
1904,2022,West Bengal,Biotechnology,4
1905,2022,West Bengal,Chemicals,9
1906,2022,West Bengal,Computer Vision,1
1907,2022,West Bengal,Construction,52
1908,2022,West Bengal,Design,7
1909,2022,West Bengal,Education,52
1910,2022,West Bengal,Enterprise Software,9
1911,2022,West Bengal,Events,4
1912,2022,West Bengal,Fashion,22
1913,2022,West Bengal,Finance Technology,36
1914,2022,West Bengal,Food & Beverages,68
1915,2022,West Bengal,Green Technology,13
1916,2022,West Bengal,Healthcare & Lifesciences,98
1917,2022,West Bengal,House-Hold Services,8
1918,2022,West Bengal,Human Resources,17
1919,2022,West Bengal,Indic Language Startups,8
1920,2022,West Bengal,Internet of Things,4
1921,2022,West Bengal,IT Services,99
1922,2022,West Bengal,Logistics,12
1923,2022,West Bengal,Marketing,14
1924,2022,West Bengal,Media & Entertainment,21
1925,2022,West Bengal,Nanotechnology,1
1926,2022,West Bengal,Non- Renewable Energy,14
1927,2022,West Bengal,Other Specialty Retailers,4
1928,2022,West Bengal,Others,43
1929,2022,West Bengal,Passenger Experience,1
1930,2022,West Bengal,Pets & Animals,2
1931,2022,West Bengal,Professional & Commercial Services,65
1932,2022,West Bengal,Real Estate,11
1933,2022,West Bengal,Renewable Energy,29
1934,2022,West Bengal,Retail,22
1935,2022,West Bengal,Robotics,1
1936,2022,West Bengal,Safety,2
1937,2022,West Bengal,Security Solutions,13
1938,2022,West Bengal,Social Impact,7
1939,2022,West Bengal,Social Network,7
1940,2022,West Bengal,Sports,2
1941,2022,West Bengal,Technology Hardware,24
1942,2022,West Bengal,Telecommunication & Networking,10
1943,2022,West Bengal,Textiles & Apparel,22
1944,2022,West Bengal,Toys and Games,4
1945,2022,West Bengal,Transportation & Storage,16
1946,2022,West Bengal,Travel & Tourism,20
1947,2022,West Bengal,Waste Management,8
1948,2021,Andaman and Nicobar Islands,Agriculture,1
1949,2021,Andaman and Nicobar Islands,Construction,1
1950,2021,Andaman and Nicobar Islands,Education,1
1951,2021,Andaman and Nicobar Islands,IT Services,2
1952,2021,Andaman and Nicobar Islands,Logistics,1
1953,2021,Andaman and Nicobar Islands,Marketing,1
1954,2021,Andaman and Nicobar Islands,Non- Renewable Energy,5
1955,2021,Andaman and Nicobar Islands,Transportation & Storage,1
1956,2021,Andhra Pradesh,Aeronautics Aerospace & Defence,4
1957,2021,Andhra Pradesh,Agriculture,27
1958,2021,Andhra Pradesh,AI,5
1959,2021,Andhra Pradesh,Analytics,1
1960,2021,Andhra Pradesh,Animation,1
1961,2021,Andhra Pradesh,AR VR (Augmented + Virtual Reality),1
1962,2021,Andhra Pradesh,Automotive,10
1963,2021,Andhra Pradesh,Biotechnology,7
1964,2021,Andhra Pradesh,Chemicals,1
1965,2021,Andhra Pradesh,Computer Vision,1
1966,2021,Andhra Pradesh,Construction,7
1967,2021,Andhra Pradesh,Design,4
1968,2021,Andhra Pradesh,Education,23
1969,2021,Andhra Pradesh,Enterprise Software,4
1970,2021,Andhra Pradesh,Events,3
1971,2021,Andhra Pradesh,Finance Technology,5
1972,2021,Andhra Pradesh,Food & Beverages,16
1973,2021,Andhra Pradesh,Green Technology,5
1974,2021,Andhra Pradesh,Healthcare & Lifesciences,22
1975,2021,Andhra Pradesh,Human Resources,1
1976,2021,Andhra Pradesh,Internet of Things,3
1977,2021,Andhra Pradesh,IT Services,43
1978,2021,Andhra Pradesh,Logistics,4
1979,2021,Andhra Pradesh,Marketing,5
1980,2021,Andhra Pradesh,Media & Entertainment,1
1981,2021,Andhra Pradesh,Nanotechnology,1
1982,2021,Andhra Pradesh,Non- Renewable Energy,24
1983,2021,Andhra Pradesh,Other Specialty Retailers,2
1984,2021,Andhra Pradesh,Others,10
1985,2021,Andhra Pradesh,Professional & Commercial Services,12
1986,2021,Andhra Pradesh,Renewable Energy,7
1987,2021,Andhra Pradesh,Retail,8
1988,2021,Andhra Pradesh,Robotics,3
1989,2021,Andhra Pradesh,Safety,1
1990,2021,Andhra Pradesh,Security Solutions,1
1991,2021,Andhra Pradesh,Social Impact,2
1992,2021,Andhra Pradesh,Technology Hardware,11
1993,2021,Andhra Pradesh,Telecommunication & Networking,4
1994,2021,Andhra Pradesh,Textiles & Apparel,2
1995,2021,Andhra Pradesh,Toys and Games,1
1996,2021,Andhra Pradesh,Transportation & Storage,3
1997,2021,Andhra Pradesh,Travel & Tourism,2
1998,2021,Andhra Pradesh,Waste Management,1
1999,2021,Arunachal Pradesh,Agriculture,1
2000,2021,Arunachal Pradesh,Marketing,1
2001,2021,Arunachal Pradesh,Non- Renewable Energy,1
2002,2021,Arunachal Pradesh,Travel & Tourism,1
2003,2021,Assam,Advertising,4
2004,2021,Assam,Agriculture,15
2005,2021,Assam,AI,2
2006,2021,Assam,Analytics,1
2007,2021,Assam,Automotive,3
2008,2021,Assam,Biotechnology,1
2009,2021,Assam,Chemicals,2
2010,2021,Assam,Computer Vision,1
2011,2021,Assam,Construction,10
2012,2021,Assam,Design,1
2013,2021,Assam,Education,21
2014,2021,Assam,Enterprise Software,1
2015,2021,Assam,Events,2
2016,2021,Assam,Finance Technology,3
2017,2021,Assam,Food & Beverages,11
2018,2021,Assam,Green Technology,1
2019,2021,Assam,Healthcare & Lifesciences,11
2020,2021,Assam,House-Hold Services,1
2021,2021,Assam,Human Resources,1
2022,2021,Assam,IT Services,12
2023,2021,Assam,Logistics,1
2024,2021,Assam,Marketing,1
2025,2021,Assam,Media & Entertainment,2
2026,2021,Assam,Non- Renewable Energy,25
2027,2021,Assam,Others,8
2028,2021,Assam,Professional & Commercial Services,9
2029,2021,Assam,Renewable Energy,2
2030,2021,Assam,Retail,6
2031,2021,Assam,Safety,1
2032,2021,Assam,Social Impact,6
2033,2021,Assam,Sports,1
2034,2021,Assam,Technology Hardware,2
2035,2021,Assam,Telecommunication & Networking,3
2036,2021,Assam,Textiles & Apparel,5
2037,2021,Assam,Toys and Games,1
2038,2021,Assam,Transportation & Storage,6
2039,2021,Assam,Travel & Tourism,5
2040,2021,Assam,Waste Management,2
2041,2021,Bihar,Advertising,2
2042,2021,Bihar,Aeronautics Aerospace & Defence,1
2043,2021,Bihar,Agriculture,39
2044,2021,Bihar,AI,4
2045,2021,Bihar,Analytics,1
2046,2021,Bihar,Architecture Interior Design,2
2047,2021,Bihar,Automotive,4
2048,2021,Bihar,Chemicals,2
2049,2021,Bihar,Computer Vision,1
2050,2021,Bihar,Construction,50
2051,2021,Bihar,Design,1
2052,2021,Bihar,Education,23
2053,2021,Bihar,Enterprise Software,3
2054,2021,Bihar,Events,1
2055,2021,Bihar,Fashion,2
2056,2021,Bihar,Finance Technology,5
