S No.,Year,State,Industry,Count
1,2023,Andaman and Nicobar Islands,Automotive,1
2,2023,Andaman and Nicobar Islands,Construction,2
3,2023,Andhra Pradesh,Advertising,1
4,2023,Andhra Pradesh,Aeronautics Aerospace & Defence,1
5,2023,Andhra Pradesh,Agriculture,2
6,2023,Andhra Pradesh,Construction,5
7,2023,Andhra Pradesh,Education,5
8,2023,Andhra Pradesh,Enterprise Software,1
9,2023,Andhra Pradesh,Finance Technology,1
10,2023,Andhra Pradesh,Food & Beverages,2
11,2023,Andhra Pradesh,Healthcare & Lifesciences,5
12,2023,Andhra Pradesh,Human Resources,4
13,2023,Andhra Pradesh,Internet of Things,1
14,2023,Andhra Pradesh,IT Services,10
15,2023,Andhra Pradesh,Logistics,2
16,2023,Andhra Pradesh,Marketing,1
17,2023,Andhra Pradesh,Media & Entertainment,2
18,2023,Andhra Pradesh,Non- Renewable Energy,1
19,2023,Andhra Pradesh,Other Specialty Retailers,1
20,2023,Andhra Pradesh,Others,1
21,2023,Andhra Pradesh,Professional & Commercial Services,5
22,2023,Andhra Pradesh,Renewable Energy,2
23,2023,Andhra Pradesh,Retail,1
24,2023,Andhra Pradesh,Social Impact,1
25,2023,Andhra Pradesh,Technology Hardware,2
26,2023,Andhra Pradesh,Transportation & Storage,1
27,2023,Andhra Pradesh,Travel & Tourism,2
28,2023,Andhra Pradesh,Waste Management,1
29,2023,Assam,Agriculture,4
30,2023,Assam,Analytics,1
31,2023,Assam,Animation,1
32,2023,Assam,AR VR (Augmented + Virtual Reality),1
33,2023,Assam,Automotive,3
34,2023,Assam,Biotechnology,1
35,2023,Assam,Construction,5
36,2023,Assam,Education,1
37,2023,Assam,Events,1
38,2023,Assam,Fashion,1
39,2023,Assam,Food & Beverages,2
40,2023,Assam,Healthcare & Lifesciences,3
41,2023,Assam,Human Resources,1
42,2023,Assam,Internet of Things,1
43,2023,Assam,IT Services,2
44,2023,Assam,Media & Entertainment,1
45,2023,Assam,Professional & Commercial Services,3
46,2023,Assam,Renewable Energy,1
47,2023,Assam,Retail,1
48,2023,Assam,Sports,1
49,2023,Assam,Technology Hardware,1
50,2023,Assam,Textiles & Apparel,1
51,2023,Assam,Transportation & Storage,2
52,2023,Assam,Travel & Tourism,1
53,2023,Bihar,Aeronautics Aerospace & Defence,1
54,2023,Bihar,Agriculture,7
55,2023,Bihar,Art & Photography,1
56,2023,Bihar,Automotive,2
57,2023,Bihar,Computer Vision,1
58,2023,Bihar,Construction,14
59,2023,Bihar,Dating Matrimonial,1
60,2023,Bihar,Education,11
61,2023,Bihar,Finance Technology,1
62,2023,Bihar,Food & Beverages,6
63,2023,Bihar,Healthcare & Lifesciences,12
64,2023,Bihar,Human Resources,1
65,2023,Bihar,IT Services,4
66,2023,Bihar,Marketing,2
67,2023,Bihar,Media & Entertainment,2
68,2023,Bihar,Non- Renewable Energy,2
69,2023,Bihar,Others,1
70,2023,Bihar,Professional & Commercial Services,5
71,2023,Bihar,Retail,1
72,2023,Bihar,Technology Hardware,1
73,2023,Bihar,Textiles & Apparel,1
74,2023,Bihar,Travel & Tourism,2
75,2023,Bihar,Waste Management,2
76,2023,Chandigarh,Chemicals,1
77,2023,Chandigarh,Construction,1
78,2023,Chandigarh,Finance Technology,1
79,2023,Chandigarh,Healthcare & Lifesciences,4
80,2023,Chandigarh,House-Hold Services,1
81,2023,Chandigarh,Internet of Things,1
82,2023,Chandigarh,Transportation & Storage,1
83,2023,Chhattisgarh,Agriculture,6
84,2023,Chhattisgarh,Biotechnology,1
85,2023,Chhattisgarh,Construction,3
86,2023,Chhattisgarh,Education,2
87,2023,Chhattisgarh,Finance Technology,1
88,2023,Chhattisgarh,Food & Beverages,1
89,2023,Chhattisgarh,Healthcare & Lifesciences,3
90,2023,Chhattisgarh,Human Resources,1
91,2023,Chhattisgarh,IT Services,1
92,2023,Chhattisgarh,Logistics,2
93,2023,Chhattisgarh,Others,1
94,2023,Chhattisgarh,Professional & Commercial Services,1
95,2023,Chhattisgarh,Real Estate,1
96,2023,Chhattisgarh,Renewable Energy,1
97,2023,Chhattisgarh,Retail,2
98,2023,Chhattisgarh,Social Impact,1
99,2023,Chhattisgarh,Technology Hardware,1
100,2023,Chhattisgarh,Transportation & Storage,1
101,2023,Chhattisgarh,Travel & Tourism,1
102,2023,Delhi,Advertising,2
103,2023,Delhi,Aeronautics Aerospace & Defence,3
104,2023,Delhi,Agriculture,10
105,2023,Delhi,AI,2
106,2023,Delhi,Analytics,2
107,2023,Delhi,AR VR (Augmented + Virtual Reality),2
108,2023,Delhi,Architecture Interior Design,1
109,2023,Delhi,Automotive,12
110,2023,Delhi,Biotechnology,1
111,2023,Delhi,Chemicals,2
112,2023,Delhi,Construction,10
113,2023,Delhi,Education,18
114,2023,Delhi,Enterprise Software,4
115,2023,Delhi,Fashion,11
116,2023,Delhi,Finance Technology,10
117,2023,Delhi,Food & Beverages,18
118,2023,Delhi,Green Technology,6
119,2023,Delhi,Healthcare & Lifesciences,45
120,2023,Delhi,House-Hold Services,2
121,2023,Delhi,Human Resources,15
122,2023,Delhi,Indic Language Startups,1
123,2023,Delhi,Internet of Things,2
124,2023,Delhi,IT Services,34
125,2023,Delhi,Logistics,5
126,2023,Delhi,Marketing,7
127,2023,Delhi,Media & Entertainment,10
128,2023,Delhi,Other Specialty Retailers,3
129,2023,Delhi,Others,7
130,2023,Delhi,Pets & Animals,1
131,2023,Delhi,Professional & Commercial Services,15
132,2023,Delhi,Real Estate,8
133,2023,Delhi,Renewable Energy,4
134,2023,Delhi,Retail,8
135,2023,Delhi,Safety,2
136,2023,Delhi,Security Solutions,2
137,2023,Delhi,Social Impact,3
138,2023,Delhi,Sports,2
139,2023,Delhi,Technology Hardware,12
140,2023,Delhi,Telecommunication & Networking,6
141,2023,Delhi,Textiles & Apparel,5
142,2023,Delhi,Transportation & Storage,7
143,2023,Delhi,Travel & Tourism,10
144,2023,Delhi,Waste Management,7
145,2023,Goa,Advertising,1
146,2023,Goa,Construction,1
147,2023,Goa,Education,1
148,2023,Goa,Green Technology,1
149,2023,Goa,IT Services,1
150,2023,Goa,Others,1
151,2023,Goa,Professional & Commercial Services,2
152,2023,Goa,Retail,1
153,2023,Goa,Travel & Tourism,1
154,2023,Gujarat,Advertising,4
155,2023,Gujarat,Aeronautics Aerospace & Defence,3
156,2023,Gujarat,Agriculture,19
157,2023,Gujarat,AI,1
158,2023,Gujarat,Analytics,4
159,2023,Gujarat,AR VR (Augmented + Virtual Reality),1
160,2023,Gujarat,Architecture Interior Design,4
161,2023,Gujarat,Art & Photography,2
162,2023,Gujarat,Automotive,10
163,2023,Gujarat,Biotechnology,1
164,2023,Gujarat,Chemicals,8
165,2023,Gujarat,Construction,19
166,2023,Gujarat,Dating Matrimonial,1
167,2023,Gujarat,Design,5
168,2023,Gujarat,Education,10
169,2023,Gujarat,Enterprise Software,3
170,2023,Gujarat,Fashion,10
171,2023,Gujarat,Finance Technology,12
172,2023,Gujarat,Food & Beverages,24
173,2023,Gujarat,Green Technology,7
174,2023,Gujarat,Healthcare & Lifesciences,43
175,2023,Gujarat,House-Hold Services,6
176,2023,Gujarat,Human Resources,8
177,2023,Gujarat,Indic Language Startups,4
178,2023,Gujarat,IT Services,27
179,2023,Gujarat,Logistics,2
180,2023,Gujarat,Marketing,5
181,2023,Gujarat,Media & Entertainment,3
182,2023,Gujarat,Nanotechnology,1
183,2023,Gujarat,Non- Renewable Energy,1
184,2023,Gujarat,Professional & Commercial Services,16
185,2023,Gujarat,Real Estate,3
186,2023,Gujarat,Renewable Energy,17
187,2023,Gujarat,Retail,4
188,2023,Gujarat,Robotics,1
189,2023,Gujarat,Security Solutions,4
190,2023,Gujarat,Social Network,1
191,2023,Gujarat,Sports,1
192,2023,Gujarat,Technology Hardware,19
193,2023,Gujarat,Telecommunication & Networking,1
194,2023,Gujarat,Textiles & Apparel,12
195,2023,Gujarat,Toys and Games,4
196,2023,Gujarat,Transportation & Storage,3
197,2023,Gujarat,Travel & Tourism,2
198,2023,Gujarat,Waste Management,4
199,2023,Haryana,Advertising,3
200,2023,Haryana,Aeronautics Aerospace & Defence,1
201,2023,Haryana,Agriculture,9
202,2023,Haryana,Analytics,1
203,2023,Haryana,AR VR (Augmented + Virtual Reality),1
204,2023,Haryana,Architecture Interior Design,1
205,2023,Haryana,Automotive,5
206,2023,Haryana,Chemicals,3
207,2023,Haryana,Construction,9
208,2023,Haryana,Education,13
209,2023,Haryana,Enterprise Software,2
210,2023,Haryana,Fashion,1
211,2023,Haryana,Finance Technology,5
212,2023,Haryana,Food & Beverages,8
213,2023,Haryana,Green Technology,2
214,2023,Haryana,Healthcare & Lifesciences,14
215,2023,Haryana,House-Hold Services,4
216,2023,Haryana,Human Resources,6
217,2023,Haryana,Internet of Things,1
218,2023,Haryana,IT Services,23
219,2023,Haryana,Logistics,1
220,2023,Haryana,Marketing,1
221,2023,Haryana,Media & Entertainment,2
222,2023,Haryana,Other Specialty Retailers,2
223,2023,Haryana,Others,3
224,2023,Haryana,Professional & Commercial Services,2
225,2023,Haryana,Renewable Energy,5
226,2023,Haryana,Retail,3
227,2023,Haryana,Safety,2
228,2023,Haryana,Security Solutions,4
229,2023,Haryana,Social Impact,2
230,2023,Haryana,Sports,2
231,2023,Haryana,Technology Hardware,6
232,2023,Haryana,Telecommunication & Networking,2
233,2023,Haryana,Textiles & Apparel,10
234,2023,Haryana,Toys and Games,1
235,2023,Haryana,Transportation & Storage,2
236,2023,Haryana,Waste Management,3
237,2023,Himachal Pradesh,Agriculture,7
238,2023,Himachal Pradesh,Construction,2
239,2023,Himachal Pradesh,Education,1
240,2023,Himachal Pradesh,Food & Beverages,1
241,2023,Himachal Pradesh,Healthcare & Lifesciences,4
242,2023,Himachal Pradesh,Professional & Commercial Services,1
243,2023,Himachal Pradesh,Retail,1
244,2023,Jammu and Kashmir,Agriculture,2
245,2023,Jammu and Kashmir,Art & Photography,1
246,2023,Jammu and Kashmir,Construction,7
247,2023,Jammu and Kashmir,Education,2
248,2023,Jammu and Kashmir,Healthcare & Lifesciences,6
249,2023,Jammu and Kashmir,Human Resources,1
250,2023,Jammu and Kashmir,Internet of Things,1
251,2023,Jammu and Kashmir,Professional & Commercial Services,2
252,2023,Jammu and Kashmir,Renewable Energy,1
253,2023,Jammu and Kashmir,Security Solutions,1
254,2023,Jammu and Kashmir,Social Impact,1
255,2023,Jammu and Kashmir,Telecommunication & Networking,1
256,2023,Jammu and Kashmir,Travel & Tourism,1
257,2023,Jharkhand,Agriculture,2
258,2023,Jharkhand,Architecture Interior Design,1
259,2023,Jharkhand,Automotive,2
260,2023,Jharkhand,Chemicals,3
261,2023,Jharkhand,Construction,3
262,2023,Jharkhand,Education,1
263,2023,Jharkhand,Enterprise Software,1
264,2023,Jharkhand,Finance Technology,1
265,2023,Jharkhand,Food & Beverages,2
266,2023,Jharkhand,Healthcare & Lifesciences,3
267,2023,Jharkhand,IT Services,3
268,2023,Jharkhand,Marketing,2
269,2023,Jharkhand,Others,1
270,2023,Jharkhand,Professional & Commercial Services,2
271,2023,Jharkhand,Renewable Energy,1
272,2023,Jharkhand,Retail,1
273,2023,Jharkhand,Safety,1
274,2023,Jharkhand,Security Solutions,2
275,2023,Jharkhand,Sports,1
276,2023,Jharkhand,Technology Hardware,1
277,2023,Karnataka,Advertising,2
278,2023,Karnataka,Aeronautics Aerospace & Defence,6
279,2023,Karnataka,Agriculture,15
280,2023,Karnataka,AI,3
281,2023,Karnataka,Analytics,3
282,2023,Karnataka,AR VR (Augmented + Virtual Reality),3
283,2023,Karnataka,Architecture Interior Design,2
284,2023,Karnataka,Art & Photography,2
285,2023,Karnataka,Automotive,8
286,2023,Karnataka,Biotechnology,3
287,2023,Karnataka,Chemicals,1
288,2023,Karnataka,Construction,20
289,2023,Karnataka,Dating Matrimonial,1
290,2023,Karnataka,Design,1
291,2023,Karnataka,Education,11
292,2023,Karnataka,Enterprise Software,7
293,2023,Karnataka,Events,1
294,2023,Karnataka,Fashion,2
295,2023,Karnataka,Finance Technology,12
296,2023,Karnataka,Food & Beverages,19
297,2023,Karnataka,Green Technology,3
298,2023,Karnataka,Healthcare & Lifesciences,17
299,2023,Karnataka,Human Resources,7
300,2023,Karnataka,Indic Language Startups,1
301,2023,Karnataka,Internet of Things,3
302,2023,Karnataka,IT Services,52
303,2023,Karnataka,Logistics,3
304,2023,Karnataka,Marketing,8
305,2023,Karnataka,Media & Entertainment,4
306,2023,Karnataka,Nanotechnology,1
307,2023,Karnataka,Non- Renewable Energy,2
308,2023,Karnataka,Other Specialty Retailers,2
309,2023,Karnataka,Others,4
310,2023,Karnataka,Pets & Animals,2
311,2023,Karnataka,Professional & Commercial Services,7
312,2023,Karnataka,Real Estate,6
313,2023,Karnataka,Renewable Energy,9
314,2023,Karnataka,Retail,16
315,2023,Karnataka,Safety,2
316,2023,Karnataka,Security Solutions,4
317,2023,Karnataka,Social Impact,1
318,2023,Karnataka,Social Network,4
319,2023,Karnataka,Sports,1
320,2023,Karnataka,Technology Hardware,10
321,2023,Karnataka,Telecommunication & Networking,4
322,2023,Karnataka,Textiles & Apparel,4
323,2023,Karnataka,Toys and Games,3
324,2023,Karnataka,Transportation & Storage,4
325,2023,Karnataka,Travel & Tourism,8
326,2023,Karnataka,Waste Management,3
327,2023,Kerala,Agriculture,6
328,2023,Kerala,AI,1
329,2023,Kerala,AR VR (Augmented + Virtual Reality),1
330,2023,Kerala,Architecture Interior Design,1
331,2023,Kerala,Art & Photography,2
332,2023,Kerala,Automotive,2
333,2023,Kerala,Biotechnology,1
334,2023,Kerala,Chemicals,1
335,2023,Kerala,Construction,6
336,2023,Kerala,Design,1
337,2023,Kerala,Education,13
338,2023,Kerala,Enterprise Software,2
339,2023,Kerala,Fashion,1
340,2023,Kerala,Finance Technology,9
341,2023,Kerala,Food & Beverages,5
342,2023,Kerala,Green Technology,3
343,2023,Kerala,Healthcare & Lifesciences,10
344,2023,Kerala,House-Hold Services,2
345,2023,Kerala,Human Resources,2
346,2023,Kerala,Internet of Things,1
347,2023,Kerala,IT Services,20
348,2023,Kerala,Marketing,2
349,2023,Kerala,Media & Entertainment,2
350,2023,Kerala,Non- Renewable Energy,1
351,2023,Kerala,Others,1
352,2023,Kerala,Professional & Commercial Services,7
353,2023,Kerala,Real Estate,1
354,2023,Kerala,Renewable Energy,2
355,2023,Kerala,Retail,4
356,2023,Kerala,Robotics,1
357,2023,Kerala,Social Network,1
358,2023,Kerala,Technology Hardware,8
359,2023,Kerala,Textiles & Apparel,1
360,2023,Kerala,Toys and Games,2
361,2023,Kerala,Travel & Tourism,4
362,2023,Kerala,Waste Management,1
363,2023,Madhya Pradesh,Aeronautics Aerospace & Defence,4
364,2023,Madhya Pradesh,Agriculture,9
365,2023,Madhya Pradesh,AI,1
366,2023,Madhya Pradesh,Analytics,1
367,2023,Madhya Pradesh,Architecture Interior Design,2
368,2023,Madhya Pradesh,Automotive,4
369,2023,Madhya Pradesh,Chemicals,2
370,2023,Madhya Pradesh,Construction,10
371,2023,Madhya Pradesh,Education,8
372,2023,Madhya Pradesh,Enterprise Software,2
373,2023,Madhya Pradesh,Fashion,2
374,2023,Madhya Pradesh,Finance Technology,1
375,2023,Madhya Pradesh,Food & Beverages,7
376,2023,Madhya Pradesh,Green Technology,2
377,2023,Madhya Pradesh,Healthcare & Lifesciences,12
378,2023,Madhya Pradesh,House-Hold Services,1
379,2023,Madhya Pradesh,Human Resources,22
380,2023,Madhya Pradesh,Indic Language Startups,1
381,2023,Madhya Pradesh,IT Services,11
382,2023,Madhya Pradesh,Logistics,2
383,2023,Madhya Pradesh,Marketing,3
384,2023,Madhya Pradesh,Media & Entertainment,5
385,2023,Madhya Pradesh,Other Specialty Retailers,1
386,2023,Madhya Pradesh,Others,2
387,2023,Madhya Pradesh,Professional & Commercial Services,5
388,2023,Madhya Pradesh,Renewable Energy,8
389,2023,Madhya Pradesh,Retail,1
390,2023,Madhya Pradesh,Security Solutions,2
391,2023,Madhya Pradesh,Social Impact,1
392,2023,Madhya Pradesh,Technology Hardware,2
393,2023,Madhya Pradesh,Telecommunication & Networking,2
394,2023,Madhya Pradesh,Transportation & Storage,2
395,2023,Madhya Pradesh,Travel & Tourism,2
396,2023,Maharashtra,Advertising,5
397,2023,Maharashtra,Aeronautics Aerospace & Defence,4
398,2023,Maharashtra,Agriculture,42
399,2023,Maharashtra,AI,4
400,2023,Maharashtra,Analytics,1
401,2023,Maharashtra,Animation,1
402,2023,Maharashtra,AR VR (Augmented + Virtual Reality),4
403,2023,Maharashtra,Architecture Interior Design,3
404,2023,Maharashtra,Art & Photography,3
405,2023,Maharashtra,Automotive,12
406,2023,Maharashtra,Biotechnology,1
407,2023,Maharashtra,Chemicals,11
408,2023,Maharashtra,Computer Vision,1
409,2023,Maharashtra,Construction,31
410,2023,Maharashtra,Design,10
411,2023,Maharashtra,Education,23
412,2023,Maharashtra,Enterprise Software,8
413,2023,Maharashtra,Events,2
414,2023,Maharashtra,Fashion,12
415,2023,Maharashtra,Finance Technology,21
416,2023,Maharashtra,Food & Beverages,33
417,2023,Maharashtra,Green Technology,22
418,2023,Maharashtra,Healthcare & Lifesciences,58
419,2023,Maharashtra,House-Hold Services,8
420,2023,Maharashtra,Human Resources,13
421,2023,Maharashtra,Indic Language Startups,2
422,2023,Maharashtra,Internet of Things,5
423,2023,Maharashtra,IT Services,67
424,2023,Maharashtra,Logistics,3
425,2023,Maharashtra,Marketing,16
426,2023,Maharashtra,Media & Entertainment,11
427,2023,Maharashtra,Nanotechnology,1
428,2023,Maharashtra,Non- Renewable Energy,7
429,2023,Maharashtra,Other Specialty Retailers,1
430,2023,Maharashtra,Others,9
431,2023,Maharashtra,Pets & Animals,2
432,2023,Maharashtra,Professional & Commercial Services,30
433,2023,Maharashtra,Real Estate,12
434,2023,Maharashtra,Renewable Energy,10
435,2023,Maharashtra,Retail,11
436,2023,Maharashtra,Safety,3
437,2023,Maharashtra,Security Solutions,8
438,2023,Maharashtra,Social Impact,4
439,2023,Maharashtra,Social Network,3
440,2023,Maharashtra,Sports,6
441,2023,Maharashtra,Technology Hardware,23
442,2023,Maharashtra,Telecommunication & Networking,4
443,2023,Maharashtra,Textiles & Apparel,9
444,2023,Maharashtra,Toys and Games,7
445,2023,Maharashtra,Transportation & Storage,11
446,2023,Maharashtra,Travel & Tourism,7
447,2023,Maharashtra,Waste Management,9
448,2023,Manipur,Fashion,1
449,2023,Meghalaya,Agriculture,1
450,2023,Meghalaya,Construction,1
451,2023,Meghalaya,Retail,1
452,2023,Meghalaya,Social Impact,1
453,2023,Meghalaya,Telecommunication & Networking,1
454,2023,Odisha,Advertising,4
455,2023,Odisha,Aeronautics Aerospace & Defence,1
456,2023,Odisha,Agriculture,3
457,2023,Odisha,Animation,1
458,2023,Odisha,AR VR (Augmented + Virtual Reality),2
459,2023,Odisha,Art & Photography,1
460,2023,Odisha,Automotive,1
461,2023,Odisha,Biotechnology,2
462,2023,Odisha,Chemicals,1
463,2023,Odisha,Construction,9
464,2023,Odisha,Design,1
465,2023,Odisha,Education,2
466,2023,Odisha,Fashion,1
467,2023,Odisha,Food & Beverages,3
468,2023,Odisha,Healthcare & Lifesciences,5
469,2023,Odisha,Human Resources,1
470,2023,Odisha,IT Services,8
471,2023,Odisha,Marketing,2
472,2023,Odisha,Non- Renewable Energy,1
473,2023,Odisha,Professional & Commercial Services,2
474,2023,Odisha,Real Estate,1
475,2023,Odisha,Renewable Energy,1
476,2023,Odisha,Social Network,1
477,2023,Odisha,Technology Hardware,1
478,2023,Odisha,Telecommunication & Networking,1
479,2023,Odisha,Transportation & Storage,1
480,2023,Punjab,Aeronautics Aerospace & Defence,1
481,2023,Punjab,Agriculture,3
482,2023,Punjab,Automotive,2
483,2023,Punjab,Chemicals,2
484,2023,Punjab,Construction,2
485,2023,Punjab,Education,2
486,2023,Punjab,Fashion,1
487,2023,Punjab,Food & Beverages,3
488,2023,Punjab,Healthcare & Lifesciences,4
489,2023,Punjab,House-Hold Services,1
490,2023,Punjab,Human Resources,1
491,2023,Punjab,Indic Language Startups,1
492,2023,Punjab,IT Services,5
493,2023,Punjab,Marketing,2
494,2023,Punjab,Other Specialty Retailers,1
495,2023,Punjab,Others,1
496,2023,Punjab,Renewable Energy,3
497,2023,Punjab,Social Impact,1
498,2023,Punjab,Sports,1
499,2023,Punjab,Technology Hardware,3
500,2023,Punjab,Textiles & Apparel,2
501,2023,Punjab,Travel & Tourism,3
502,2023,Punjab,Waste Management,1
503,2023,Rajasthan,Advertising,1
504,2023,Rajasthan,Agriculture,10
505,2023,Rajasthan,AI,3
506,2023,Rajasthan,AR VR (Augmented + Virtual Reality),1
507,2023,Rajasthan,Architecture Interior Design,1
508,2023,Rajasthan,Art & Photography,2
509,2023,Rajasthan,Automotive,1
510,2023,Rajasthan,Chemicals,1
511,2023,Rajasthan,Construction,9
512,2023,Rajasthan,Education,10
513,2023,Rajasthan,Fashion,2
514,2023,Rajasthan,Finance Technology,7
515,2023,Rajasthan,Food & Beverages,10
516,2023,Rajasthan,Green Technology,1
517,2023,Rajasthan,Healthcare & Lifesciences,14
518,2023,Rajasthan,House-Hold Services,1
519,2023,Rajasthan,Human Resources,1
520,2023,Rajasthan,Indic Language Startups,1
521,2023,Rajasthan,Internet of Things,1
522,2023,Rajasthan,IT Services,19
523,2023,Rajasthan,Logistics,1
524,2023,Rajasthan,Marketing,2
525,2023,Rajasthan,Media & Entertainment,1
526,2023,Rajasthan,Other Specialty Retailers,2
527,2023,Rajasthan,Others,1
528,2023,Rajasthan,Professional & Commercial Services,7
529,2023,Rajasthan,Real Estate,3
530,2023,Rajasthan,Renewable Energy,5
531,2023,Rajasthan,Retail,6
532,2023,Rajasthan,Safety,1
533,2023,Rajasthan,Security Solutions,1
534,2023,Rajasthan,Social Network,2
535,2023,Rajasthan,Technology Hardware,6
536,2023,Rajasthan,Telecommunication & Networking,1
537,2023,Rajasthan,Textiles & Apparel,2
538,2023,Rajasthan,Toys and Games,1
539,2023,Rajasthan,Transportation & Storage,1
540,2023,Rajasthan,Travel & Tourism,2
541,2023,Tamil Nadu,Aeronautics Aerospace & Defence,3
542,2023,Tamil Nadu,Agriculture,16
543,2023,Tamil Nadu,AI,2
544,2023,Tamil Nadu,Analytics,1
545,2023,Tamil Nadu,Architecture Interior Design,1
546,2023,Tamil Nadu,Automotive,12
547,2023,Tamil Nadu,Biotechnology,2
548,2023,Tamil Nadu,Chemicals,5
549,2023,Tamil Nadu,Construction,16
550,2023,Tamil Nadu,Design,1
551,2023,Tamil Nadu,Education,13
552,2023,Tamil Nadu,Enterprise Software,7
553,2023,Tamil Nadu,Fashion,5
554,2023,Tamil Nadu,Finance Technology,9
555,2023,Tamil Nadu,Food & Beverages,32
556,2023,Tamil Nadu,Green Technology,8
557,2023,Tamil Nadu,Healthcare & Lifesciences,32
558,2023,Tamil Nadu,Human Resources,9
559,2023,Tamil Nadu,Internet of Things,5
560,2023,Tamil Nadu,IT Services,41
561,2023,Tamil Nadu,Logistics,2
562,2023,Tamil Nadu,Marketing,4
563,2023,Tamil Nadu,Media & Entertainment,6
564,2023,Tamil Nadu,Non- Renewable Energy,2
565,2023,Tamil Nadu,Other Specialty Retailers,2
566,2023,Tamil Nadu,Others,5
567,2023,Tamil Nadu,Professional & Commercial Services,9
568,2023,Tamil Nadu,Renewable Energy,11
569,2023,Tamil Nadu,Retail,8
570,2023,Tamil Nadu,Robotics,2
571,2023,Tamil Nadu,Security Solutions,3
572,2023,Tamil Nadu,Social Network,1
573,2023,Tamil Nadu,Sports,3
574,2023,Tamil Nadu,Technology Hardware,11
575,2023,Tamil Nadu,Textiles & Apparel,9
576,2023,Tamil Nadu,Toys and Games,1
577,2023,Tamil Nadu,Transportation & Storage,7
578,2023,Tamil Nadu,Travel & Tourism,1
579,2023,Tamil Nadu,Waste Management,3
580,2023,Telangana,Advertising,2
581,2023,Telangana,Aeronautics Aerospace & Defence,3
582,2023,Telangana,Agriculture,12
583,2023,Telangana,AI,6
584,2023,Telangana,Analytics,2
585,2023,Telangana,Animation,1
586,2023,Telangana,AR VR (Augmented + Virtual Reality),2
587,2023,Telangana,Architecture Interior Design,2
588,2023,Telangana,Art & Photography,1
589,2023,Telangana,Automotive,3
590,2023,Telangana,Biotechnology,1
591,2023,Telangana,Chemicals,3
592,2023,Telangana,Construction,3
593,2023,Telangana,Education,9
594,2023,Telangana,Enterprise Software,6
595,2023,Telangana,Fashion,4
596,2023,Telangana,Finance Technology,7
597,2023,Telangana,Food & Beverages,9
598,2023,Telangana,Green Technology,5
599,2023,Telangana,Healthcare & Lifesciences,23
600,2023,Telangana,House-Hold Services,1
601,2023,Telangana,Human Resources,4
602,2023,Telangana,Internet of Things,3
603,2023,Telangana,IT Services,26
604,2023,Telangana,Marketing,3
605,2023,Telangana,Media & Entertainment,4
606,2023,Telangana,Non- Renewable Energy,2
607,2023,Telangana,Others,1
608,2023,Telangana,Passenger Experience,1
609,2023,Telangana,Pets & Animals,3
610,2023,Telangana,Professional & Commercial Services,8
611,2023,Telangana,Real Estate,4
612,2023,Telangana,Renewable Energy,4
613,2023,Telangana,Retail,4
614,2023,Telangana,Robotics,2
615,2023,Telangana,Security Solutions,2
616,2023,Telangana,Social Network,2
617,2023,Telangana,Sports,1
618,2023,Telangana,Technology Hardware,5
619,2023,Telangana,Textiles & Apparel,1
620,2023,Telangana,Toys and Games,1
621,2023,Telangana,Transportation & Storage,1
622,2023,Telangana,Travel & Tourism,3
623,2023,Telangana,Waste Management,1
624,2023,Tripura,Education,1
625,2023,Tripura,Healthcare & Lifesciences,1
626,2023,Uttar Pradesh,Advertising,2
627,2023,Uttar Pradesh,Aeronautics Aerospace & Defence,2
628,2023,Uttar Pradesh,Agriculture,16
629,2023,Uttar Pradesh,AI,3
630,2023,Uttar Pradesh,Analytics,1
631,2023,Uttar Pradesh,Architecture Interior Design,4
632,2023,Uttar Pradesh,Art & Photography,3
633,2023,Uttar Pradesh,Automotive,8
634,2023,Uttar Pradesh,Biotechnology,2
635,2023,Uttar Pradesh,Chemicals,4
636,2023,Uttar Pradesh,Computer Vision,1
637,2023,Uttar Pradesh,Construction,30
638,2023,Uttar Pradesh,Education,29
639,2023,Uttar Pradesh,Enterprise Software,8
640,2023,Uttar Pradesh,Events,2
641,2023,Uttar Pradesh,Fashion,8
642,2023,Uttar Pradesh,Finance Technology,8
643,2023,Uttar Pradesh,Food & Beverages,16
644,2023,Uttar Pradesh,Green Technology,5
645,2023,Uttar Pradesh,Healthcare & Lifesciences,42
646,2023,Uttar Pradesh,House-Hold Services,1
647,2023,Uttar Pradesh,Human Resources,11
648,2023,Uttar Pradesh,Indic Language Startups,2
649,2023,Uttar Pradesh,Internet of Things,3
650,2023,Uttar Pradesh,IT Services,53
651,2023,Uttar Pradesh,Logistics,4
652,2023,Uttar Pradesh,Marketing,3
653,2023,Uttar Pradesh,Media & Entertainment,9
654,2023,Uttar Pradesh,Non- Renewable Energy,5
655,2023,Uttar Pradesh,Other Specialty Retailers,3
656,2023,Uttar Pradesh,Others,12
657,2023,Uttar Pradesh,Professional & Commercial Services,24
658,2023,Uttar Pradesh,Real Estate,6
659,2023,Uttar Pradesh,Renewable Energy,12
660,2023,Uttar Pradesh,Retail,5
661,2023,Uttar Pradesh,Safety,1
662,2023,Uttar Pradesh,Security Solutions,5
663,2023,Uttar Pradesh,Social Impact,2
664,2023,Uttar Pradesh,Social Network,3
665,2023,Uttar Pradesh,Sports,3
666,2023,Uttar Pradesh,Technology Hardware,10
667,2023,Uttar Pradesh,Telecommunication & Networking,2
668,2023,Uttar Pradesh,Textiles & Apparel,6
669,2023,Uttar Pradesh,Toys and Games,2
